|BAT_NAME|RA|DEC|SNR|COUNTERPART_NAME|OTHER_NAME|CTPT_RA|CTPT_DEC|FLUX|FLUX_LO|FLUX_HI|CONTA|GAMM|GAMM|GAMM|CHI_SQ_R|REDSHIF|LUM|ASSOC_STREN|CL2|TYPE
401|SWIFTJ0800.7-4309|120.124|-43.122|5.41|SWIFTJ080040.2-431107||120.1673|-43.1853|6.54|3.91|9.96|0.00|2.80|2.07|3.93|1.00|-1.0000|NULL|0|0|
402|SWIFTJ0801.9-4946|120.469|-49.769|10.62|ESO209-G012||120.4917|-49.7767|21.27|17.66|25.12|0.00|2.05|1.82|2.30|1.20|0.0405|43.91|4|4|Sy1.5
403|SWIFTJ0803.4+0842|120.870|8.704|7.92|2MASXJ08032736+0841523||120.8641|8.6978|17.32|13.27|21.74|0.00|2.25|1.93|2.62|1.70|0.0468|43.95|0|6|Sy1
404|SWIFTJ0804.2+0507|121.038|5.101|23.03|Mrk1210|Phoenixgalaxy|121.0244|5.1138|54.44|49.85|59.18|0.00|2.05|1.94|2.17|2.60|0.0135|43.35|0|5|Sy2
405|SWIFTJ0804.6+1045|121.162|10.767|5.48|MCG+02-21-013||121.1933|10.7767|15.22|9.99|21.12|0.00|1.71|1.21|2.25|1.20|0.0344|43.62|0|4|Sy2Sy1Galaxypair
406|SWIFTJ0805.1-0110|121.271|-1.171|4.85|2MASXJ08045299-0108476||121.2208|-1.1466|13.32|8.13|19.19|0.00|1.61|1.06|2.22|0.60|0.0919|44.45|0|2|XBONG
407|SWIFTJ0805.2+6145|121.307|61.753|7.14|CGRaBSJ0805+6144||121.3257|61.7399|20.60|15.82|25.72|0.00|1.36|1.03|1.69|0.40|3.0330|48.21|0|8|QSO
408|SWIFTJ0807.9+3859|121.971|38.988|5.02|Mrk622||121.9210|39.0042|9.65|6.00|13.94|0.00|2.07|1.56|2.70|1.20|0.0232|43.07|0|5|Sy2
409|SWIFTJ0810.9+7602|122.726|76.032|10.10|PG0804+761|PG0804+761|122.7440|76.0450|14.72|11.74|18.02|0.00|2.44|2.14|2.80|0.50|0.1000|44.57|0|4|Sy1
410|SWIFTJ0812.3-4004|123.125|-40.049|4.96|1RXSJ081215.2-400336||123.0633|-40.0600|11.14|7.21|15.58|0.00|1.81|1.34|2.32|1.00|-1.0000|NULL|0|0|SRC/X-RAY
411|SWIFTJ0814.3+0423|123.580|4.365|8.94|CGCG031-072||123.6055|4.3424|20.88|16.14|26.01|0.00|1.88|1.59|2.20|0.70|0.0331|43.72|0|4|Sy1
412|SWIFTJ0817.8+0251|124.418|2.803|6.08|1RXSJ081749.0+025104||124.4550|2.8499|13.18|8.92|18.04|0.00|2.06|1.62|2.58|0.50|0.1060|44.58|0|4|Sy1
413|SWIFTJ0818.1+0120|124.570|1.383|7.91|2MASXJ08181469+0122266||124.5610|1.3740|21.59|16.57|27.01|0.00|1.71|1.40|2.03|0.80|0.0890|44.63|0|5|Sy1.8
414|SWIFTJ0819.2-2259|124.724|-22.873|4.81|RXJ0818.9-2252||124.7410|-22.8770|12.06|7.29|17.60|0.00|1.77|1.16|2.48|1.80|0.0346|43.52|0|4|Sy1
415|SWIFTJ0820.6-2805|125.138|-28.078|6.67|1RXSJ082033.6-280457||125.1404|-28.0825|12.86|9.21|16.99|0.00|2.25|1.83|2.75|0.40|-1.0000|NULL|0|0|SRC/X-RAY
416|SWIFTJ0823.4-0457|125.752|-4.913|16.97|Fairall272||125.7546|-4.9349|46.43|41.25|51.81|0.00|1.69|1.54|1.84|1.30|0.0218|43.70|0|5|Sy2
417|SWIFTJ0826.2-7033|126.525|-70.587|6.42|1RXSJ082623.5-703142|1ES0826-703|126.5979|-70.5283|7.72|5.57|10.27|0.00|3.11|2.56|3.87|0.80|-1.0000|NULL|0|9|CV
418|SWIFTJ0830.1+4154|127.458|41.903|6.11|2MASXJ08294266+4154366||127.4277|41.9102|13.03|9.11|17.44|0.00|1.94|1.53|2.41|0.50|0.1263|44.74|0|4|Sy1
419|SWIFTJ0830.4-6723|127.606|-67.381|4.88|2MASXJ08301655-6725289||127.5689|-67.4248|7.97|5.02|11.43|0.00|2.33|1.80|3.03|0.50|0.0348|43.35|0|5|Sy1.8
420|SWIFTJ0832.5+3703|128.156|37.131|8.78|FBQSJ083225.3+370736||128.1060|37.1270|16.50|12.49|20.96|0.00|2.04|1.70|2.43|0.60|0.0919|44.54|0|4|Sy1.2
421|SWIFTJ0835.2-4513|128.825|-45.181|74.90|VelaPulsar|PSRB0833-45|128.8361|-45.1764|174.70|170.43|179.05|0.00|1.89|1.86|1.92|1.40|0.0000|NULL|0|10|Pulsar
422|SWIFTJ0838.0+4839|129.545|48.644|19.57|EIUMa|RXJ0838.3+4838|129.5916|48.6338|29.23|26.40|32.23|0.00|2.70|2.53|2.88|1.40|0.0000|NULL|4|9|CV/DQHer
423|SWIFTJ0838.4-3557|129.624|-35.964|15.00|Fairall1146||129.6283|-35.9926|28.91|25.16|32.88|0.00|2.15|1.97|2.34|2.80|0.0316|43.82|4|4|Sy1.5
424|SWIFTJ0838.8-4832|129.688|-48.528|8.50|USNO-B1.00414-00125587|IGRJ08390-4833|129.7046|-48.5235|16.83|13.20|20.79|0.00|2.14|1.82|2.49|0.70|0.0000|NULL|0|9|CVdwarfnova
425|SWIFTJ0839.6-1213|129.946|-12.258|11.14|3C206||129.9609|-12.2428|24.65|20.28|29.35|0.00|2.02|1.77|2.29|0.50|0.1976|45.44|0|8|QSO
426|SWIFTJ0840.2+2947|130.048|29.788|7.31|4C+29.30||130.0099|29.8174|16.06|11.67|20.91|0.00|1.82|1.46|2.22|0.40|0.0647|44.21|4|5|Sy2
427|SWIFTJ0841.0-4507|130.255|-45.122|5.64|LMVel|IGRJ08408-4503|130.1991|-45.0584|6.39|3.91|9.51|0.00|2.77|2.12|3.67|2.00|0.0000|NULL|0|13|HMXB/SFXT
428|SWIFTJ0841.4+7052|130.341|70.899|30.06|[HB89]0836+710||130.3515|70.8951|67.74|63.43|72.14|0.00|1.59|1.51|1.68|0.40|2.1720|48.38|0|7|Blazar
429|SWIFTJ0842.0+0759|130.504|8.002|6.81|2MASXJ08420557+0759253||130.5232|7.9904|15.69|10.91|21.07|0.00|2.02|1.58|2.54|1.00|0.1338|44.87|0|8|QSO
430|SWIFTJ0843.5+3551|130.909|35.862|5.65|2MASXJ08434495+3549421||130.9375|35.8283|10.74|7.02|15.03|0.00|1.99|1.53|2.55|0.80|0.0540|43.87|0|5|Sy2
431|SWIFTJ0845.0-3531|131.322|-35.468|6.47|1RXSJ084521.7-353048||131.3404|-35.5133|12.76|9.02|16.98|0.00|2.03|1.63|2.48|0.60|0.1370|44.80|0|8|QSOSy1.2
432|SWIFTJ0845.3+1420|131.345|14.344|8.86|2MASXJ08451850+1420345|IRASF08425+1431|131.3272|14.3428|19.91|15.36|24.88|0.00|1.99|1.68|2.34|0.80|0.0606|44.24|0|5|Sy1.9
433|SWIFTJ0854.3-0827|133.548|-8.418|5.20|SWIFTJ085429.35-082428.6||133.6220|-8.4078|13.13|8.60|18.28|0.00|1.79|1.31|2.31|2.10|-1.0000|NULL|0|0|SRC/X-RAY
434|SWIFTJ0855.6+6425|133.832|64.411|8.65|MCG+11-11-032||133.8023|64.3959|17.71|13.93|21.81|0.00|1.83|1.54|2.13|1.40|0.0360|43.73|0|5|Sy2
435|SWIFTJ0855.7-2856|133.922|-28.926|6.48|2MASXJ08551746-2854218||133.8228|-28.9059|8.53|5.56|12.12|0.00|2.72|2.14|3.55|0.70|-1.0000|NULL|0|2|Galaxy
436|SWIFTJ0856.0+7812|134.003|78.194|6.63|NGC2655||133.9072|78.2231|13.44|9.72|17.54|0.00|1.76|1.40|2.15|0.90|0.0047|41.81|0|5|Sy2
437|SWIFTJ0859.5+4457|134.910|44.909|5.46|NGC2712||134.8770|44.9139|8.71|5.77|12.21|0.00|2.42|1.92|3.08|0.40|0.0061|41.85|0|2|Galaxy
438|SWIFTJ0902.1-4034|135.529|-40.579|2554.95|VelaX-1|4U0900-40|135.5286|-40.5547|3931.86|3928.98|3934.68|0.00|2.86|2.86|2.86|79387.00|0.0000|NULL|0|13|HMXB/NS
439|SWIFTJ0902.0+6007|135.621|60.107|5.52|Mrk18||135.4930|60.1520|12.21|8.07|16.86|0.00|1.57|1.10|2.08|1.80|0.0111|42.53|0|5|Sy2
440|SWIFTJ0902.7-6816|135.655|-68.229|8.05|NGC2788A||135.6640|-68.2270|20.47|16.33|24.88|0.00|1.63|1.36|1.90|1.50|0.0133|42.91|0|2|XBONG
441|SWIFTJ0902.7-4814|135.678|-48.227|13.11|2MASXJ09023729-4813339|IGRJ09026-4812|135.6555|-48.2261|29.41|25.37|33.66|0.00|1.90|1.72|2.10|0.70|0.0391|44.02|0|4|Sy1
442|SWIFTJ0902.8-7414|135.864|-74.240|4.95|2MASXJ09034285-7414170||135.9287|-74.2381|12.87|8.58|17.68|0.00|1.50|1.01|2.00|0.70|0.0910|44.43|0|5|Sy2
443|SWIFTJ0904.3+5538|136.164|55.596|7.92|2MASXJ09043699+5536025||136.1540|55.6008|15.20|11.47|19.33|0.00|1.93|1.60|2.31|1.10|0.0370|43.68|0|4|Sy1
444|SWIFTJ0908.9-0933|137.247|-9.675|12.93|ABELL754||137.2087|-9.6366|17.97|15.76|20.37|0.00|3.80|3.46|4.22|1.60|0.0542|44.10|4|3|GalaxyCluster
445|SWIFTJ0909.0+0358|137.271|3.934|5.40|1RXSJ090915.6+035453||137.3164|3.9119|10.53|6.55|15.17|0.00|1.99|1.47|2.58|0.90|3.2000|47.98|0|8|QSO
446|SWIFTJ0911.2+4533|137.904|45.489|9.33|2MASXJ09112999+4528060||137.8749|45.4683|16.00|12.64|19.70|0.00|2.18|1.88|2.51|0.60|0.0268|43.42|0|5|Sy2
447|SWIFTJ0917.2-6221|139.024|-62.340|17.62|IRAS09149-6206||139.0392|-62.3249|31.80|28.27|35.50|0.00|2.23|2.06|2.40|0.60|0.0573|44.40|0|4|Sy1
448|SWIFTJ0917.2-6457|139.327|-64.905|5.81|2MASXJ09172716-6456271|1RXSJ091727.6-645630|139.3634|-64.9409|12.97|9.15|17.18|0.00|1.79|1.40|2.21|0.60|0.0900|44.42|0|2|Galaxy
449|SWIFTJ0918.5+1618|139.632|16.287|16.61|Mrk704||139.6084|16.3053|33.09|28.98|37.41|0.00|2.09|1.92|2.27|0.90|0.0292|43.81|0|4|Sy1.5
450|SWIFTJ0919.2+5528|139.913|55.403|4.91|SBS0915+556||139.8050|55.4653|8.13|4.90|11.95|0.00|1.96|1.44|2.56|1.30|0.0494|43.67|0|5|Sy2
451|SWIFTJ0920.1+3712|140.037|37.208|10.75|IC2461||139.9920|37.1910|19.91|16.15|23.97|0.00|2.03|1.78|2.31|0.30|0.0075|42.40|0|5|Sy1.9
452|SWIFTJ0920.5-5511|140.131|-55.186|55.81|4U0919-54|2MASSJ09202647-5512244|140.1105|-55.2070|96.14|92.76|99.59|0.00|2.41|2.35|2.47|0.80|0.0000|NULL|4|14|LMXB
453|SWIFTJ0920.8-0805|140.177|-8.064|19.36|MCG-01-24-012||140.1927|-8.0561|40.82|36.70|45.10|0.00|2.17|2.03|2.32|1.80|0.0196|43.55|0|5|Sy2
454|SWIFTJ0923.6-2136|140.932|-21.614|6.86|PKS0921-213||140.9120|-21.5964|15.43|11.23|20.12|0.00|2.11|1.72|2.57|1.30|0.0520|44.00|0|8|RadioGalaxy
455|SWIFTJ0923.7+2255|140.947|22.925|17.38|MCG+04-22-042||140.9292|22.9090|39.86|35.50|44.38|0.00|1.84|1.70|1.99|0.60|0.0323|43.98|0|4|Sy1.2
456|SWIFTJ0924.2-3141|140.993|-31.695|11.29|2MASXJ09235371-3141305||140.9739|-31.6919|19.16|15.77|22.86|0.00|2.74|2.43|3.12|1.40|0.0422|43.90|4|5|Sy1.9
457|SWIFTJ0925.2-8423|141.263|-84.379|5.54|2MASXJ09261742-8421330||141.5735|-84.3593|8.83|5.67|12.67|0.00|2.37|1.78|3.13|1.10|0.0632|43.93|0|5|Sy2
458|SWIFTJ0925.0+5218|141.295|52.274|32.07|Mrk110||141.3036|52.2863|57.17|53.59|60.85|0.00|2.03|1.94|2.11|1.50|0.0353|44.22|0|4|Sy1
459|SWIFTJ0926.1+6931|141.521|69.509|6.17|2MASXJ09254750+6927532||141.4481|69.4648|9.23|6.18|12.84|0.00|2.21|1.73|2.80|0.40|0.0390|43.51|0|4|Sy1
460|SWIFTJ0926.2+1244|141.526|12.769|7.72|Mrk705||141.5137|12.7343|15.88|11.91|20.27|0.00|2.10|1.77|2.49|0.60|0.0291|43.49|4|4|Sy1.2
461|SWIFTJ0927.3+2301|141.899|23.007|5.33|NGC2885||141.8271|23.0201|15.91|10.98|21.30|0.00|1.40|0.96|1.86|0.90|0.0263|43.40|0|4|Sy1
462|SWIFTJ0927.7-6945|141.929|-69.750|7.01|SWIFTJ092752.58-694438.8||141.9691|-69.7441|9.76|7.46|12.40|0.00|2.99|2.56|3.55|1.20|-1.0000|NULL|0|0|SRC/X-RAY
463|SWIFTJ0929.7+6232|142.427|62.520|5.46|CGCG312-012||142.4077|62.5440|9.04|5.90|12.67|0.00|1.99|1.52|2.55|0.60|0.0256|43.13|0|5|Sy2
464|SWIFTJ0931.5-5105|142.813|-51.097|5.29|SWIFTJ093118.1-510845||142.8254|-51.1458|6.63|3.82|10.27|0.00|2.74|1.96|4.01|0.30|0.0000|NULL|0|1|Newsource
465|SWIFTJ0934.7-2156|143.668|-21.932|5.78|ESO565-G019||143.6815|-21.9278|20.68|15.10|26.73|0.00|1.37|0.97|1.76|0.30|0.0163|43.09|0|5|Sy2
466|SWIFTJ0935.5+2616|143.866|26.266|7.18|2MASXJ09352707+2617093||143.8629|26.2860|13.27|9.74|17.19|0.00|2.17|1.82|2.60|0.70|0.1222|44.71|0|4|Sy1
467|SWIFTJ0935.9+6120|143.983|61.335|4.83|MCG+10-14-025||143.9652|61.3531|7.83|4.84|11.36|0.00|2.10|1.57|2.75|0.50|0.0394|43.45|0|4|Sy1.5/LINER/LIRG
468|SWIFTJ0936.2-6553|144.011|-65.831|5.75|2MASXJ09360622-6548336||144.0260|-65.8093|12.97|9.22|17.14|0.00|1.81|1.44|2.22|1.20|0.0392|43.67|0|5|Sy1.8
469|SWIFTJ0939.7-3224|144.946|-32.389|5.04|1RXSJ093949.2-322620||144.9550|-32.4390|5.97|3.75|9.28|0.00|3.66|2.56|5.54|1.90|-1.0000|NULL|0|0|SRC/X-RAY
470|SWIFTJ0942.2+2344|145.555|23.729|5.20|CGCG122-055||145.5200|23.6853|13.76|9.33|18.60|0.00|1.51|1.09|1.96|2.00|0.0214|43.15|0|4|Sy1
471|SWIFTJ0945.6-1420|146.448|-14.302|10.75|NGC2992||146.4252|-14.3264|26.89|22.13|31.96|0.00|1.94|1.71|2.19|0.30|0.0077|42.55|0|5|Sy2
472|SWIFTJ0947.6-3057|146.934|-30.938|97.74|MCG-05-23-016||146.9173|-30.9489|201.30|197.09|205.52|0.00|2.16|2.13|2.19|19.30|0.0085|43.51|0|5|Sy2
473|SWIFTJ0947.7+0726|146.934|7.412|10.61|3C227||146.9380|7.4224|23.62|19.37|28.15|0.00|1.98|1.74|2.24|0.80|0.0858|44.64|4|4|Sy1BLRG
474|SWIFTJ0950.5+7318|147.509|73.265|9.55|VIIZw292||147.4410|73.2400|15.48|11.94|19.39|0.00|2.00|1.68|2.35|1.20|0.0581|44.10|4|6|NLRG
475|SWIFTJ0951.9-0649|147.973|-6.828|7.09|NGC3035||147.9793|-6.8229|19.32|14.58|24.50|0.00|1.76|1.44|2.11|0.70|0.0145|42.96|0|4|Sy1Sy2
476|SWIFTJ0952.3-6234|148.069|-62.575|7.67|IGRJ09523-6231|CXOJ095220.1-623234|148.0840|-62.5430|15.92|12.13|20.05|0.00|1.94|1.61|2.30|1.10|0.2520|45.49|0|8|Sy1.9
477|SWIFTJ0955.5+6907|148.863|69.118|9.74|M81||148.8880|69.0650|15.45|12.19|19.02|0.00|2.16|1.87|2.50|0.40|-0.0001|NULL|4|5|Sy1.8LINER
478|SWIFTJ0956.1+6942|149.029|69.705|5.71|M82||148.9700|69.6790|6.39|4.39|8.86|0.00|3.13|2.50|4.07|0.60|0.0007|39.81|0|2|GalaxySbrstHII
479|SWIFTJ0958.0-4208|149.518|-42.110|5.50|1RXSJ095750.4-420801||149.4611|-42.1430|9.16|6.06|12.82|0.00|2.51|2.00|3.19|0.40|-1.0000|NULL|0|0|SRC/X-RAY
480|SWIFTJ0959.5-2248|149.858|-22.847|30.41|NGC3081||149.8731|-22.8263|83.17|78.06|88.38|0.00|1.77|1.70|1.86|2.60|0.0080|43.07|0|5|Sy2
481|SWIFTJ0959.9+1303|149.899|13.034|4.88|NGC3080||149.9827|13.0438|5.89|2.69|10.20|0.00|2.38|1.49|3.84|0.60|0.0354|43.23|0|4|Sy1
482|SWIFTJ0959.7-3112|149.949|-31.216|8.07|2MASXJ09594263-3112581|1RXSJ095942.1-311300|149.9277|-31.2162|17.24|13.12|21.77|0.00|2.11|1.78|2.49|0.40|0.0370|43.74|0|4|Sy1
483|SWIFTJ1001.8+2848|150.447|28.796|4.89|3C234.0||150.4563|28.7858|7.47|4.63|10.90|0.00|2.38|1.83|3.10|0.90|0.1849|44.86|4|4|NGalaxy;Sy1Sy2
484|SWIFTJ1001.7+5543|150.503|55.651|17.23|NGC3079||150.4908|55.6798|33.03|29.34|36.85|0.00|1.73|1.59|1.87|3.90|0.0037|42.00|0|5|Sy2
485|SWIFTJ1003.4-3726|150.812|-37.399|5.09|ESO374-G025||150.8484|-37.3959|10.51|6.69|14.98|0.00|2.13|1.62|2.77|1.30|0.0237|43.13|0|4|Sy1
486|SWIFTJ1005.9-2305|151.500|-23.064|5.73|ESO499-G041||151.4807|-23.0569|14.63|9.94|19.90|0.00|1.94|1.50|2.46|0.50|0.0128|42.73|0|4|Sy1.5
487|SWIFTJ1007.4+6534|151.688|65.562|5.10|1RXSJ100712.6+653511||151.8069|65.5836|8.85|5.72|12.47|0.00|1.98|1.50|2.56|0.80|-1.0000|NULL|0|6|Quasar/FSRS
488|SWIFTJ1008.6-0955|152.210|-9.918|4.93|2MASXJ10084862-0954510||152.2025|-9.9142|13.26|8.49|18.74|0.00|1.81|1.31|2.39|1.20|0.0573|44.02|0|5|Sy1.8
489|SWIFTJ1009.3-4250|152.444|-42.811|14.30|ESO263-G013||152.4509|-42.8112|35.35|30.72|40.19|0.00|1.79|1.62|1.97|1.40|0.0333|43.96|0|5|Sy2
490|SWIFTJ1010.0-5819|152.470|-58.286|64.85|GROJ1008-57||152.4462|-58.2931|101.00|98.04|104.00|0.00|2.71|2.66|2.76|13.80|0.0000|NULL|0|13|HMXB
491|SWIFTJ1010.1-5747|152.752|-57.824|15.20|CD-573057|IGRJ10109-5746|152.7623|-57.8039|22.18|19.52|25.02|0.00|2.95|2.72|3.21|1.00|0.0000|NULL|0|12|Symb/WD
492|SWIFTJ1013.5-3601|153.320|-35.968|6.94|ESO374-G044||153.3330|-35.9827|20.07|14.98|25.59|0.00|1.54|1.19|1.91|0.20|0.0284|43.57|0|5|Sy2
493|SWIFTJ1017.0-0404|154.296|-4.071|5.20|2MASXJ10171680-0404558|SWIFTJ101716.8-040454|154.3201|-4.0822|14.71|9.79|20.26|0.00|1.56|1.11|2.03|1.30|0.0408|43.76|0|2|Galaxy
494|SWIFTJ1020.5-0237A|155.140|-2.604|5.42|SDSSJ102103.08-023642.6|PMNJ1021-0237|155.2629|-2.6118|7.08|0.00|0.00|0.11|2.13|0.00|0.00|0.80|-1.0000|NULL|0|15|RadioSource
495|SWIFTJ1020.5-0237B|155.140|-2.604|5.42|2MASXJ10195855-0234363||154.9941|-2.5767|5.93|0.00|0.00|0.16|2.19|0.00|0.00|0.20|0.0602|43.71|0|2|Galaxydoublenucleus
496|SWIFTJ1021.7-0327|155.411|-3.485|8.23|ARK241||155.4177|-3.4539|20.41|15.35|25.93|0.00|1.81|1.46|2.20|1.10|0.0408|43.90|0|4|Sy1
497|SWIFTJ1023.5+1952|155.898|19.851|58.29|NGC3227||155.8774|19.8651|109.94|106.02|113.92|0.00|2.01|1.96|2.06|4.70|0.0039|42.56|0|4|Sy1.5
498|SWIFTJ1029.8-3821|157.368|-38.368|5.01|ESO317-G038||157.4400|-38.3486|12.15|7.54|17.40|0.00|1.70|1.17|2.28|0.90|0.0152|42.80|0|5|Sy2
499|SWIFTJ1031.5-4205|157.882|-42.076|8.45|ESO317-G041||157.8463|-42.0606|16.54|12.55|20.93|0.00|2.07|1.74|2.43|1.20|0.0193|43.14|6|2|Galaxy
500|SWIFTJ1031.5+5051|157.883|50.854|4.97|2MASXJ10311847+5053358||157.8271|50.8933|4.91|2.99|7.47|0.00|3.24|2.41|4.71|0.50|0.3604|45.34|0|7|BLLac
501|SWIFTJ1031.9-1418|157.971|-14.294|14.55|2MASSiJ1031543-141651|QSOB1029-140|157.9763|-14.2809|32.52|28.26|37.01|0.00|2.12|1.94|2.31|1.90|0.0860|44.78|0|4|Sy1
502|SWIFTJ1031.7-3451|157.990|-34.863|37.42|NGC3281||157.9670|-34.8537|86.41|81.89|91.02|0.00|1.92|1.85|1.99|10.30|0.0107|43.34|4|5|Sy2
503|SWIFTJ1032.7-2835|158.186|-28.587|6.57|ESO436-G034||158.1855|-28.6101|15.59|11.06|20.65|0.00|1.95|1.54|2.41|1.00|0.0121|42.71|0|2|Galaxy
504|SWIFTJ1033.6+7303|158.430|73.037|6.93|CGCG333-038||158.5981|73.0140|12.79|9.16|16.82|0.00|1.82|1.44|2.26|2.00|0.0220|43.15|0|2|Galaxy
505|SWIFTJ1033.8+5257|158.526|52.973|5.96|SDSSJ103315.71+525217.8||158.3159|52.8716|7.39|4.60|10.70|0.00|2.18|1.67|2.81|1.10|0.0653|43.88|2|2|Galaxy
506|SWIFTJ1037.6-5648|159.403|-56.800|10.35|4U1036-56||159.3908|-56.7994|17.88|14.80|21.20|0.00|2.58|2.31|2.90|2.30|0.0000|NULL|0|13|HMXB
507|SWIFTJ1038.8-4942|159.711|-49.756|10.40|2MASXJ10384520-4946531||159.6883|-49.7816|26.21|21.74|30.93|0.00|1.77|1.55|2.01|1.00|0.0600|44.35|0|4|Sy1
508|SWIFTJ1039.8-0509|159.970|-5.086|5.02|RXJ1039.7-0507||159.9475|-5.1162|7.56|4.89|10.83|0.00|2.97|2.33|3.93|1.10|0.0000|NULL|0|9|CV/DQHer
509|SWIFTJ1040.7-4619|160.087|-46.408|11.00|2MASXJ10402231-4625264||160.0939|-46.4238|24.93|20.70|29.44|0.00|1.99|1.76|2.24|0.80|0.0200|43.35|0|5|Sy2
510|SWIFTJ1041.4-1740|160.385|-17.620|6.07|2MASXJ10410120-1734300||160.2550|-17.5749|9.78|5.82|14.51|0.00|2.21|1.64|2.98|0.70|-1.0000|NULL|0|2|Galaxy
511|SWIFTJ1042.4+0046|160.611|0.736|4.96|SDSSJ104208.36+004206.1||160.5349|0.7017|12.15|7.40|17.58|0.00|1.64|1.09|2.26|0.20|0.0952|44.44|0|5|Sy2
512|SWIFTJ1043.4+1105|160.852|11.068|5.98|SDSSJ104326.47+110524.2||160.8603|11.0901|14.17|9.73|19.14|0.00|1.64|1.21|2.10|0.60|0.0476|43.88|0|4|Sy1
513|SWIFTJ1044.1+7024|161.054|70.394|7.36|MCG+12-10-067|CGCG333-049|161.0356|70.4054|12.88|9.59|16.51|0.00|1.91|1.58|2.27|1.80|0.0336|43.53|0|5|Sy2
514|SWIFTJ1044.8-5941|161.202|-59.686|5.79|EtaCarina||161.2650|-59.6840|6.43|4.74|8.49|0.00|5.06|3.78|7.14|1.00|0.0000|NULL|4|12|Star
515|SWIFTJ1044.8+3812|161.232|38.155|5.62|MCG+06-24-008||161.2040|38.1810|13.98|9.69|18.67|0.00|1.42|0.99|1.86|0.70|0.0259|43.33|0|5|Sy1.9
516|SWIFTJ1045.3-6024|161.316|-60.393|7.13|2MASSJ10445192-6025115|IGRJ10447-6027|161.2163|-60.4199|18.50|14.03|23.33|0.00|1.68|1.33|2.04|0.70|0.0000|NULL|0|1|SRC/X-RAY
517|SWIFTJ1046.8+2556|161.673|25.956|10.45|UGC05881||161.6770|25.9313|19.31|15.51|23.40|0.00|1.92|1.66|2.21|0.50|0.0205|43.27|0|5|Sy2
518|SWIFTJ1048.4-2511|162.105|-25.180|8.95|NGC3393||162.0977|-25.1621|25.98|20.75|31.57|0.00|1.60|1.34|1.87|1.80|0.0125|42.96|0|5|Sy2
519|SWIFTJ1049.4+2258|162.383|22.996|16.08|Mrk417|SWIFTJ1049.4+2258|162.3789|22.9644|32.40|28.42|36.54|0.00|1.78|1.62|1.94|1.10|0.0328|43.90|0|5|Sy2
520|SWIFTJ1051.2-1704A|162.810|-17.051|7.82|NGC3431||162.8127|-17.0080|22.43|0.00|0.00|0.28|1.23|0.00|0.00|1.70|0.0175|43.19|0|5|Sy2
521|SWIFTJ1051.2-1704B|162.810|-17.051|7.82|2MASXJ10513744-1707292||162.9061|-17.1248|3.72|0.00|0.00|1.07|4.31|0.00|0.00|0.60|0.0183|42.45|0|2|Galaxy
522|SWIFTJ1052.8+1043|163.167|10.632|7.13|2MASXJ10523297+1036205||163.1370|10.6060|16.49|11.72|21.78|0.00|1.67|1.25|2.12|0.40|0.0878|44.50|0|4|Sy1
523|SWIFTJ1059.8+6507|164.964|65.116|6.22|2MASXJ10594361+6504063||164.9315|65.0684|11.48|8.04|15.29|0.00|1.69|1.29|2.12|1.10|0.0836|44.30|0|5|Sy2
524|SWIFTJ1100.9+1104|165.230|11.062|5.13|Mrk728||165.2574|11.0469|13.72|8.77|19.34|0.00|1.48|0.93|2.03|0.40|0.0356|43.61|0|5|Sy1.9
525|SWIFTJ1103.4+3731|165.861|37.480|5.47|FBQSJ110340.2+372925||165.9178|37.4904|9.49|5.90|13.62|0.00|1.75|1.22|2.35|0.50|0.0739|44.10|0|4|Sy1
526|SWIFTJ1103.5-2329|165.868|-23.488|6.78|2MASXJ11033765-2329307|1ES1101-232|165.9067|-23.4920|12.94|9.15|17.30|0.00|2.40|1.96|2.95|1.00|0.1860|45.10|0|7|BLLac
527|SWIFTJ1104.4+3812|166.111|38.231|125.47|Mrk421||166.1138|38.2088|158.44|155.82|161.09|0.00|2.79|2.76|2.82|1.50|0.0300|44.52|0|7|BLLac
528|SWIFTJ1105.7+5854A|166.448|58.913|5.59|CGCG291-028||166.4959|58.9460|5.89|0.00|0.00|0.54|2.21|0.00|0.00|1.20|0.0477|43.50|0|5|Sy2
529|SWIFTJ1105.7+5854B|166.448|58.913|5.59|2MASXJ11053754+5851206||166.4068|58.8558|5.34|0.00|0.00|1.03|1.60|0.00|0.00|1.20|0.1916|44.75|0|8|QSO/BLAGN
530|SWIFTJ1106.5+7234|166.661|72.577|64.64|NGC3516||166.6979|72.5686|118.34|114.74|121.98|0.00|1.88|1.84|1.92|11.10|0.0088|43.31|0|4|Sy1.5
531|SWIFTJ1110.6-2832|167.703|-28.535|4.85|ESO438-G009||167.7000|-28.5011|6.71|3.88|10.46|0.00|2.95|2.14|4.19|0.40|0.0240|42.94|0|4|Sy1
532|SWIFTJ1113.6+0936|168.452|9.528|6.05|IC2637||168.4570|9.5860|12.39|8.35|17.03|0.00|1.93|1.48|2.44|0.70|0.0292|43.39|0|4|Sy1.5
533|SWIFTJ1114.3+2020|168.530|20.372|5.00|NGC3588NED01||168.5103|20.3873|9.47|5.85|13.64|0.00|1.83|1.33|2.41|0.90|0.0262|43.17|6|2|GALAXY/GPAIR
